지역,기준위도,기준경도,ROMS위도,ROMS경도,거리_km,예측일시,예측수온_C,유향_deg,유속_m_s
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-19 09:00:00,25.42,245.42,0.05
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-19 10:00:00,25.45,250.25,0.08
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-19 11:00:00,25.49,231.23,0.15
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-19 12:00:00,25.51,220.57,0.19
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-19 13:00:00,25.57,215.7,0.27
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-19 14:00:00,25.68,213.66,0.34
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-19 15:00:00,25.74,212.24,0.35
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-19 16:00:00,25.76,211.57,0.33
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-19 17:00:00,25.76,212.26,0.26
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-19 18:00:00,25.72,198.71,0.19
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-19 19:00:00,25.71,197.14,0.09
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-19 20:00:00,25.7,217.34,0.01
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-19 21:00:00,25.69,15.98,0.05
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-19 22:00:00,25.68,17.81,0.05
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-19 23:00:00,25.66,11.38,0.02
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-20 00:00:00,25.64,307.49,0.01
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-20 01:00:00,25.62,232.45,0.02
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-20 02:00:00,25.59,213.16,0.04
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-20 03:00:00,25.57,205.82,0.06
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-20 04:00:00,25.56,195.41,0.09
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-20 05:00:00,25.54,191.91,0.09
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-20 06:00:00,25.52,190.71,0.06
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-20 07:00:00,25.5,196.52,0.01
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-20 08:00:00,25.49,7.74,0.02
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-20 09:00:00,25.48,3.04,0.02
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-20 10:00:00,25.52,259.7,0.03
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-20 11:00:00,25.6,260.17,0.07
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-20 12:00:00,25.71,259.89,0.09
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-20 13:00:00,25.82,257.48,0.1
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-20 14:00:00,26.0,237.04,0.12
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-20 15:00:00,26.18,223.39,0.15
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-20 16:00:00,26.31,212.3,0.18
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-20 17:00:00,26.34,201.06,0.18
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-20 18:00:00,26.29,192.33,0.17
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-20 19:00:00,26.19,180.4,0.18
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-20 20:00:00,26.06,173.96,0.19
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-20 21:00:00,25.92,170.0,0.17
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-20 22:00:00,25.78,158.15,0.1
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-20 23:00:00,25.75,123.91,0.05
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-21 00:00:00,25.73,74.3,0.04
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-21 01:00:00,25.7,45.69,0.04
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-21 02:00:00,25.68,27.6,0.03
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-21 03:00:00,25.66,3.48,0.03
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-21 04:00:00,25.64,312.66,0.01
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-21 05:00:00,25.62,191.13,0.04
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-21 06:00:00,25.6,187.44,0.08
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-21 07:00:00,25.59,183.31,0.1
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-21 08:00:00,25.59,175.97,0.08
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-21 09:00:00,25.62,159.58,0.05
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-21 10:00:00,25.71,140.84,0.04
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-21 11:00:00,25.82,129.57,0.03
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-21 12:00:00,26.0,23.11,0.0
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-21 13:00:00,26.19,324.14,0.04
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-21 14:00:00,26.36,315.67,0.06
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-21 15:00:00,26.48,285.45,0.06
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-21 16:00:00,26.54,233.29,0.08
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-21 17:00:00,26.54,205.65,0.15
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-21 18:00:00,26.5,197.27,0.21
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-21 19:00:00,26.43,192.53,0.24
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-21 20:00:00,26.34,188.12,0.25
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-21 21:00:00,26.21,183.95,0.27
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-21 22:00:00,26.08,181.56,0.23
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-21 23:00:00,25.92,175.73,0.13
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-22 00:00:00,25.82,114.92,0.03
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-22 01:00:00,25.8,29.78,0.07
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-22 02:00:00,25.76,14.96,0.09
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-22 03:00:00,25.72,6.83,0.09
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-22 04:00:00,25.68,352.54,0.06
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-22 05:00:00,25.65,263.64,0.02
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-22 06:00:00,25.63,200.47,0.09
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-22 07:00:00,25.63,192.62,0.18
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-22 08:00:00,25.64,189.8,0.24
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-22 09:00:00,25.66,188.93,0.22
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-22 10:00:00,25.7,191.69,0.17
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-22 11:00:00,25.78,203.66,0.11
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-22 12:00:00,25.87,236.44,0.06
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-22 13:00:00,25.9,304.05,0.06
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-22 14:00:00,25.93,326.23,0.12
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-22 15:00:00,25.93,326.35,0.14
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-22 16:00:00,25.92,304.52,0.12
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-22 17:00:00,25.9,246.33,0.12
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-22 18:00:00,25.85,208.68,0.22
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-22 19:00:00,25.83,199.83,0.32
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-22 20:00:00,25.82,195.17,0.38
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-22 21:00:00,25.81,193.21,0.38
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-22 22:00:00,25.8,190.25,0.35
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-22 23:00:00,25.79,187.08,0.25
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-23 00:00:00,25.77,180.48,0.1
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-23 01:00:00,25.75,87.28,0.02
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-23 02:00:00,25.71,5.0,0.06
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-23 03:00:00,25.67,347.64,0.09
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-23 04:00:00,25.61,320.42,0.07
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-23 05:00:00,25.57,255.85,0.08
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-23 06:00:00,25.55,214.81,0.17
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-23 07:00:00,25.55,201.58,0.3
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-23 08:00:00,25.55,196.51,0.4
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-23 09:00:00,25.55,193.08,0.46
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-23 10:00:00,25.57,190.68,0.41
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-23 11:00:00,25.6,192.56,0.31
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-23 12:00:00,25.65,198.56,0.17
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-23 13:00:00,25.71,233.73,0.08
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-23 14:00:00,25.76,299.17,0.1
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-23 15:00:00,25.78,318.93,0.16
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-23 16:00:00,25.75,312.57,0.15
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-23 17:00:00,25.73,273.72,0.1
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-23 18:00:00,25.73,223.53,0.15
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-23 19:00:00,25.71,201.45,0.29
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-23 20:00:00,25.7,195.19,0.4
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-23 21:00:00,25.68,191.79,0.46
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-23 22:00:00,25.68,189.4,0.44
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-23 23:00:00,25.67,186.29,0.35
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-24 00:00:00,25.66,178.91,0.19
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-24 01:00:00,25.64,138.78,0.06
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-24 02:00:00,25.61,37.99,0.07
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-24 03:00:00,25.58,12.97,0.1
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-24 04:00:00,25.53,355.18,0.13
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-24 05:00:00,25.49,333.71,0.09
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-24 06:00:00,25.46,241.59,0.08
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-24 07:00:00,25.46,202.96,0.21
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-24 08:00:00,25.46,193.72,0.37
완도,34.32,126.76,34.31823,126.7504,0.903,2026-09-24 09:00:00,25.49,191.55,0.46
